,tnv,distance,velocity,accelerate,week_date,date,hour in date,min in date,latitude,longitude,time,moving,active,time_difference,address,type,address_type,hall,nation,count
641,20,410.0022645173506,0.3416685537644588,0.0002847237948037,5,05:04:2013 ,21,3,43.7088541,-72.2838981,1365170587,True,1.0,1200.0,"Class of 1978 Life Sciences Center, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Class of 1978 Life Sciences Center,us,5.0
642,20,2.072642115377595,0.0017272017628146,1.439334802345552e-06,5,05:04:2013 ,21,23,43.7088692,-72.2838948,1365171787,False,0.0,1200.0,"Class of 1978 Life Sciences Center, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Class of 1978 Life Sciences Center,us,5.0
547,20,27.314966479810167,0.0227624720665084,1.896872672209039e-05,5,05:04:2013 ,21,43,43.7086702,-72.2836419,1365172987,True,1.0,1200.0,"Class of 1978 Life Sciences Center, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Class of 1978 Life Sciences Center,us,6.0
548,20,1.2216248429258658,0.0010180207024382,8.483505853651845e-07,5,05:04:2013 ,22,3,43.7086613,-72.2836411,1365174187,False,0.0,1200.0,"Class of 1978 Life Sciences Center, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Class of 1978 Life Sciences Center,us,6.0
427,20,195.91372700748033,0.1632614391729002,0.0001360511993107,5,05:04:2013 ,22,23,43.707234,-72.2860618,1365175387,True,1.0,1200.0,"Berry Hall, 10, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",dormitory,building,Berry Hall,us,56.0
428,20,11.99672689849583,0.0099972724154131,8.331060346177659e-06,5,05:04:2013 ,23,23,43.7071911,-72.2861977,1365178987,False,0.0,3600.0,"Berry Hall, 10, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",dormitory,building,Berry Hall,us,56.0
200,20,130.50939580461997,0.1087578298371833,9.063152486431944e-05,5,05:04:2013 ,23,43,43.7062403,-72.289186,1365180187,True,1.0,1200.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,14.0
201,20,0.9059363983817782,0.0007549469986514,6.291224988762349e-07,6,06:04:2013 ,0,3,43.7062337,-72.2891874,1365181387,False,0.0,1200.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,14.0
214,20,24.570106056990248,0.0204750883808252,1.7062573650687672e-05,6,06:04:2013 ,0,23,43.7060547,-72.2893283,1365182587,True,1.0,1200.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,2.0
285,20,13.232179084037334,0.0110268159033644,9.189013252803704e-06,6,06:04:2013 ,0,43,43.7059583,-72.2880799,1365183787,False,0.0,1200.0,"College Street, Hanover, Grafton County, New Hampshire, 03755, United States",parking,amenity,,us,1.0
429,20,169.78039299307684,0.141483660827564,0.0001179030506896,6,06:04:2013 ,1,3,43.7071952,-72.2860866,1365184987,True,1.0,1200.0,"Berry Hall, 10, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",dormitory,building,Berry Hall,us,56.0
651,20,997.258503574816,0.4155243764895066,0.0001731351568706,6,06:04:2013 ,8,23,43.6999805,-72.2914198,1365211387,True,1.0,26400.0,"17, School Street, Hanover, Grafton County, New Hampshire, 03755, United States",apartments,building,,us,8.0
386,20,444.510939762848,0.1234752610452355,3.429868362367654e-05,6,06:04:2013 ,18,43,43.7031006,-72.289798,1365248587,True,1.0,37200.0,"Robinson Hall, 6, North Main Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Robinson Hall,us,2.0
632,20,272.14406315026764,0.2267867192918897,0.0001889889327432,0,07:04:2013 ,2,3,43.7011507,-72.2869619,1365274987,True,1.0,26400.0,"Black Family Visual Arts Center, 22, Lebanon Street, Hanover, Grafton County, New Hampshire, 03755, United States",arts_centre,amenity,Black Family Visual Arts Center,us,1.0
399,20,222.16555511295735,0.1851379625941311,0.0001542816354951,0,07:04:2013 ,3,43,43.7028448,-72.2899309,1365280987,True,1.0,6000.0,"Collis Student Center, 2, North Main Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Collis Student Center,us,19.0
430,20,605.1147527091541,0.5042622939242951,0.0004202185782702,0,07:04:2013 ,12,43,43.7072221,-72.286144,1365313387,True,1.0,32400.0,"Berry Hall, 10, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",dormitory,building,Berry Hall,us,56.0
345,20,565.7606888113064,0.2357336203380443,9.822234180751848e-05,0,07:04:2013 ,20,23,43.7031038,-72.2905384,1365340987,True,1.0,27600.0,"Class of 1953 Commons, 6, Mass Row, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Class of 1953 Commons,us,16.0
532,20,237.56655966823075,0.1979721330568589,0.0001649767775473,0,07:04:2013 ,23,3,43.7013783,-72.287024,1365350587,True,1.0,9600.0,"Black Family Visual Arts Center, 22, Lebanon Street, Hanover, Grafton County, New Hampshire, 03755, United States",arts_centre,amenity,Black Family Visual Arts Center,us,7.0
533,20,4.32390691556415,0.0036032557629701,3.0027131358084374e-06,0,07:04:2013 ,23,43,43.7012984,-72.2870981,1365352987,False,0.0,2400.0,"Black Family Visual Arts Center, 22, Lebanon Street, Hanover, Grafton County, New Hampshire, 03755, United States",arts_centre,amenity,Black Family Visual Arts Center,us,7.0
400,20,211.99407832628268,0.0883308659692844,3.6804527487201856e-05,1,08:04:2013 ,0,23,43.7028428,-72.2898912,1365355387,True,1.0,2400.0,"Collis Student Center, 2, North Main Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Collis Student Center,us,19.0
346,20,37.63823118330379,0.0313651926527531,2.6137660543960963e-05,1,08:04:2013 ,5,23,43.7031022,-72.2906084,1365373387,True,1.0,18000.0,"Class of 1953 Commons, 6, Mass Row, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Class of 1953 Commons,us,16.0
3,20,489.1544944908851,0.4076287454090709,0.0003396906211742,1,08:04:2013 ,7,43,43.706656,-72.2870327,1365381787,True,1.0,8400.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
527,20,83.78504979917537,0.0698208748326461,5.818406236053845e-05,1,08:04:2013 ,8,3,43.7072664,-72.2859572,1365382987,True,1.0,1200.0,"Bildner Hall, 10, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",dormitory,building,Bildner Hall,us,8.0
643,20,214.37533267105067,0.1786461105592089,0.0001488717587993,1,08:04:2013 ,21,3,43.7088138,-72.2838689,1365429787,True,1.0,46800.0,"Class of 1978 Life Sciences Center, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Class of 1978 Life Sciences Center,us,5.0
631,20,15.249713028794517,0.012708094190662,1.0590078492218412e-05,1,08:04:2013 ,22,3,43.7087073,-72.2839208,1365433387,False,0.0,3600.0,"Class of 1978 Life Sciences Center, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Class of 1978 Life Sciences Center,us,2.0
431,20,200.12762894759368,0.1667730241229947,0.0001389775201024,1,08:04:2013 ,22,23,43.7072493,-72.2860673,1365434587,True,1.0,1200.0,"Berry Hall, 10, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",dormitory,building,Berry Hall,us,56.0
432,20,1.9353987757624245,0.0016128323131353,1.3440269276127948e-06,1,08:04:2013 ,23,23,43.7072379,-72.2861624,1365438187,False,0.0,3600.0,"Berry Hall, 10, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",dormitory,building,Berry Hall,us,56.0
119,20,135.05276894701228,0.1125439741225102,9.378664510209186e-05,1,08:04:2013 ,23,43,43.706254,-72.2890779,1365439387,True,1.0,1200.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,26.0
202,20,1.015746699604826,0.000846455583004,7.053796525033513e-07,2,09:04:2013 ,0,23,43.706271,-72.289144,1365441787,False,0.0,2400.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,14.0
528,20,138.09997905269572,0.1150833158772464,9.590276323103868e-05,2,09:04:2013 ,0,43,43.7072771,-72.2860498,1365442987,True,1.0,1200.0,"Bildner Hall, 10, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",dormitory,building,Bildner Hall,us,8.0
529,20,5.6963863083696875,0.004746988590308,3.955823825256728e-06,2,09:04:2013 ,1,43,43.7072566,-72.2860466,1365446587,False,0.0,3600.0,"Bildner Hall, 10, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",dormitory,building,Bildner Hall,us,8.0
347,20,570.4962495829395,0.0432194128471923,3.2741979429691208e-06,2,09:04:2013 ,5,23,43.7031004,-72.2905569,1365459787,True,1.0,13200.0,"Class of 1953 Commons, 6, Mass Row, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Class of 1953 Commons,us,16.0
348,20,1.5099206459303836,0.0012582672049419,1.048556004118322e-06,2,09:04:2013 ,5,43,43.7030894,-72.290542,1365460987,False,0.0,1200.0,"Class of 1953 Commons, 6, Mass Row, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Class of 1953 Commons,us,16.0
534,20,233.81920105214485,0.1948493342101207,0.0001623744451751,2,09:04:2013 ,6,3,43.701386,-72.2870709,1365462187,True,1.0,1200.0,"Black Family Visual Arts Center, 22, Lebanon Street, Hanover, Grafton County, New Hampshire, 03755, United States",arts_centre,amenity,Black Family Visual Arts Center,us,7.0
629,20,5.875021954266387,0.0048958516285553,4.079876357129436e-06,2,09:04:2013 ,7,3,43.7013162,-72.2874224,1365465787,False,0.0,3600.0,"Lebanon Street, Hanover, Grafton County, New Hampshire, 03755, United States",bicycle_parking,amenity,,us,1.0
401,20,208.75458654142508,0.1739621554511875,0.0001449684628759,2,09:04:2013 ,7,23,43.702837,-72.2900102,1365466987,True,1.0,1200.0,"Collis Student Center, 2, North Main Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Collis Student Center,us,19.0
366,20,150.74473056585518,0.1256206088048793,0.0001046838406707,2,09:04:2013 ,9,43,43.7039465,-72.2898588,1365475387,True,1.0,8400.0,"Parkhurst Hall, 14, North Main Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Parkhurst Hall,us,2.0
433,20,449.42846119285286,0.3745237176607107,0.0003121030980505,2,09:04:2013 ,10,3,43.7072207,-72.2860736,1365476587,True,1.0,1200.0,"Berry Hall, 10, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",dormitory,building,Berry Hall,us,56.0
555,20,847.6093651825793,0.7063411376521493,0.0005886176147101,2,09:04:2013 ,21,3,43.7010952,-72.2866803,1365516187,True,1.0,39600.0,"Black Family Visual Arts Center, 22, Lebanon Street, Hanover, Grafton County, New Hampshire, 03755, United States",arts_centre,amenity,Black Family Visual Arts Center,us,33.0
677,20,208.6741445300266,0.1738951204416888,0.000144912600368,2,09:04:2013 ,23,23,43.6996802,-72.2891413,1365524587,True,1.0,8400.0,"South Block Parking Garage, 3, Currier Place, Hanover, Grafton County, New Hampshire, 03755, United States",parking,amenity,South Block Parking Garage,us,2.0
678,20,0.0411804433225252,3.431703610210436e-05,2.8597530085086972e-08,2,09:04:2013 ,23,43,43.6996805,-72.2891202,1365525787,False,0.0,1200.0,"South Block Parking Garage, 3, Currier Place, Hanover, Grafton County, New Hampshire, 03755, United States",parking,amenity,South Block Parking Garage,us,2.0
4,20,958.4834845028942,0.7987362370857451,0.0006656135309047,3,10:04:2013 ,0,3,43.7066632,-72.2870503,1365526987,True,1.0,1200.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
434,20,79.31029529522826,0.0660919127460235,5.507659395501963e-05,3,10:04:2013 ,0,23,43.707241,-72.2860775,1365528187,True,1.0,1200.0,"Berry Hall, 10, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",dormitory,building,Berry Hall,us,56.0
435,20,1.6334215142126325,0.0013611845951771,1.1343204959809946e-06,3,10:04:2013 ,0,43,43.7072529,-72.2860732,1365529387,False,0.0,1200.0,"Berry Hall, 10, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",dormitory,building,Berry Hall,us,56.0
556,20,846.7995718551479,0.7056663098792899,0.0005880552582327,3,10:04:2013 ,1,3,43.7010838,-72.2866778,1365530587,True,1.0,1200.0,"Black Family Visual Arts Center, 22, Lebanon Street, Hanover, Grafton County, New Hampshire, 03755, United States",arts_centre,amenity,Black Family Visual Arts Center,us,33.0
152,20,790.5221213521145,0.3293842172300477,0.0001372434238458,3,10:04:2013 ,5,23,43.7068068,-72.2870266,1365546187,True,1.0,15600.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,43.0
491,20,551.225572359384,0.22967732181641,9.569888409017084e-05,3,10:04:2013 ,6,3,43.702791,-72.2896902,1365548587,True,1.0,2400.0,"West Wheelock Street, Hanover, Grafton County, New Hampshire, 03755, United States",outdoor_seating,leisure,,us,1.0
436,20,614.7508478686477,0.2561461866119365,0.0001067275777549,3,10:04:2013 ,11,3,43.7072108,-72.2861402,1365566587,True,1.0,18000.0,"Berry Hall, 10, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",dormitory,building,Berry Hall,us,56.0
272,20,189.39530660488953,0.1578294221707412,0.0001315245184756,3,10:04:2013 ,20,3,43.7058348,-72.2884403,1365598987,True,1.0,32400.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,4.0
273,20,3.56884829766803,0.0029740402480566,2.4783668733805756e-06,3,10:04:2013 ,20,43,43.7058541,-72.2884561,1365601387,False,0.0,2400.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,4.0
590,20,406.5021365885543,0.3387517804904619,0.0002822931504087,3,10:04:2013 ,21,3,43.7088156,-72.2840951,1365602587,True,1.0,1200.0,"Life Sciences Greenhouse, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",house,place,Life Sciences Greenhouse,us,37.0
656,20,29.67583238345552,0.0247298603195462,2.060821693295522e-05,3,10:04:2013 ,21,23,43.7090318,-72.2840909,1365603787,True,1.0,1200.0,"Life Sciences Greenhouse, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",house,place,Life Sciences Greenhouse,us,12.0
591,20,3.609964001358716,0.0030083033344655,2.506919445387997e-06,3,10:04:2013 ,22,3,43.7089504,-72.2841,1365606187,False,0.0,2400.0,"Life Sciences Greenhouse, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",house,place,Life Sciences Greenhouse,us,37.0
215,20,365.37778410788377,0.152177336154887,6.338081472506749e-05,3,10:04:2013 ,22,43,43.7062885,-72.2885912,1365608588,True,1.0,2401.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,3.0
437,20,131.319211895723,0.1094326765797691,9.119389714980764e-05,4,11:04:2013 ,0,43,43.7072401,-72.2860894,1365615787,True,1.0,7199.0,"Berry Hall, 10, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",dormitory,building,Berry Hall,us,56.0
530,20,4.790454149431904,0.0039920451245265,3.3267042704388222e-06,4,11:04:2013 ,1,23,43.7072846,-72.2860241,1365618187,False,0.0,2400.0,"Bildner Hall, 10, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",dormitory,building,Bildner Hall,us,8.0
538,20,836.243588056847,0.6968696567140391,0.0005807247139283,4,11:04:2013 ,1,43,43.7011924,-72.286807,1365619387,True,1.0,1200.0,"Black Family Visual Arts Center, 22, Lebanon Street, Hanover, Grafton County, New Hampshire, 03755, United States",arts_centre,amenity,Black Family Visual Arts Center,us,3.0
557,20,8.60664579184436,0.0071722048265369,5.976837355447472e-06,4,11:04:2013 ,2,43,43.701034,-72.2867201,1365622987,False,0.0,3600.0,"Black Family Visual Arts Center, 22, Lebanon Street, Hanover, Grafton County, New Hampshire, 03755, United States",arts_centre,amenity,Black Family Visual Arts Center,us,33.0
349,20,281.99990772759963,0.021363629373303,1.6184567707047728e-06,4,11:04:2013 ,6,23,43.7030884,-72.2905716,1365636187,True,1.0,13200.0,"Class of 1953 Commons, 6, Mass Row, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Class of 1953 Commons,us,16.0
377,20,4.694480800597801,0.0039120673338315,3.26005611152625e-06,4,11:04:2013 ,7,3,43.7030685,-72.2907222,1365638587,False,0.0,2400.0,"Class of 1953 Commons, 6, Mass Row, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Class of 1953 Commons,us,4.0
