,tnv,distance,velocity,accelerate,week_date,date,hour in date,min in date,latitude,longitude,time,moving,active,time_difference,address,type,address_type,hall,nation,count
165,20,159.45853798281334,0.1328821149856777,0.0001107350958213,5,17:05:2013 ,7,3,43.7068118,-72.2870338,1368749023,True,1.0,1200.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,43.0
458,20,40.58852909701624,0.0338237742475135,2.818647853959461e-05,5,17:05:2013 ,8,43,43.7071167,-72.2859591,1368755023,True,1.0,6000.0,"Berry Hall, 10, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",dormitory,building,Berry Hall,us,56.0
236,20,169.47853556906713,0.0706160564871113,2.942335686962971e-05,5,17:05:2013 ,18,23,43.7058325,-72.2887177,1368789823,True,1.0,34800.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,27.0
576,20,652.0236317036945,0.5433530264197454,0.0004527941886831,5,17:05:2013 ,20,23,43.7010701,-72.286451,1368797023,True,1.0,7200.0,"Black Family Visual Arts Center, 22, Lebanon Street, Hanover, Grafton County, New Hampshire, 03755, United States",arts_centre,amenity,Black Family Visual Arts Center,us,33.0
237,20,657.1710744437568,0.273821281018232,0.0001140922004242,5,17:05:2013 ,22,23,43.70584,-72.2887273,1368804223,True,1.0,7200.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,27.0
238,20,2.539373225356669,0.0021161443544638,1.763453628719909e-06,5,17:05:2013 ,23,23,43.7058224,-72.2887303,1368807823,False,0.0,3600.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,27.0
147,20,75.89282178511488,0.0632440181542624,5.270334846188533e-05,5,17:05:2013 ,23,43,43.7063753,-72.2887431,1368809023,True,1.0,1200.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,9.0
148,20,0.2196208190325396,0.0001830173491937,1.5251445766148588e-07,6,18:05:2013 ,0,23,43.7063395,-72.2887682,1368811423,False,0.0,2400.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,9.0
577,20,724.9928026493416,0.6041606688744513,0.000503467224062,6,18:05:2013 ,0,43,43.7010578,-72.2864562,1368812623,True,1.0,1200.0,"Black Family Visual Arts Center, 22, Lebanon Street, Hanover, Grafton County, New Hampshire, 03755, United States",arts_centre,amenity,Black Family Visual Arts Center,us,33.0
486,20,139.57277228410732,0.1162137987378079,9.67641954519633e-05,6,18:05:2013 ,1,3,43.7020746,-72.2863129,1368813824,True,1.0,1201.0,"Heating & Electric Plant, 10, Vox Lane, Hanover, Grafton County, New Hampshire, 03755, United States",yes,building,Heating & Electric Plant,us,4.0
515,20,77.74775593213558,0.0647897966101129,5.399149717509416e-05,6,18:05:2013 ,1,23,43.7015082,-72.2869319,1368815024,True,1.0,1200.0,"Black Family Visual Arts Center, 22, Lebanon Street, Hanover, Grafton County, New Hampshire, 03755, United States",arts_centre,amenity,Black Family Visual Arts Center,us,3.0
493,20,62.1680259280427,0.0518498965204693,4.324428400372753e-05,6,18:05:2013 ,1,43,43.7019611,-72.2864665,1368816223,True,1.0,1199.0,"Heating & Electric Plant, 10, Vox Lane, Hanover, Grafton County, New Hampshire, 03755, United States",yes,building,Heating & Electric Plant,us,1.0
487,20,7.494743601191016,0.0062456196676591,5.2046830563826495e-06,6,18:05:2013 ,2,3,43.7020157,-72.2864125,1368817423,False,0.0,1200.0,"Heating & Electric Plant, 10, Vox Lane, Hanover, Grafton County, New Hampshire, 03755, United States",yes,building,Heating & Electric Plant,us,4.0
516,20,69.55295613976712,0.0579607967831392,4.830066398594939e-05,6,18:05:2013 ,2,23,43.701509,-72.2869671,1368818623,True,1.0,1200.0,"Black Family Visual Arts Center, 22, Lebanon Street, Hanover, Grafton County, New Hampshire, 03755, United States",arts_centre,amenity,Black Family Visual Arts Center,us,3.0
488,20,75.55149469416925,0.0629595789118077,5.246631575983976e-05,6,18:05:2013 ,2,43,43.7020594,-72.2862977,1368819823,True,1.0,1200.0,"Heating & Electric Plant, 10, Vox Lane, Hanover, Grafton County, New Hampshire, 03755, United States",yes,building,Heating & Electric Plant,us,4.0
489,20,1.770735483727377,0.0014756129031061,1.229677419255123e-06,6,18:05:2013 ,3,3,43.7020465,-72.2863102,1368821023,False,0.0,1200.0,"Heating & Electric Plant, 10, Vox Lane, Hanover, Grafton County, New Hampshire, 03755, United States",yes,building,Heating & Electric Plant,us,4.0
539,20,102.96368470083114,0.0858030705840259,7.150255882002162e-05,6,18:05:2013 ,3,23,43.7012964,-72.2867959,1368822223,True,1.0,1200.0,"Black Family Visual Arts Center, 22, Lebanon Street, Hanover, Grafton County, New Hampshire, 03755, United States",arts_centre,amenity,Black Family Visual Arts Center,us,3.0
540,20,4.008193148345828,0.0033373798071155,2.778834144142876e-06,6,18:05:2013 ,3,43,43.7013256,-72.2867843,1368823424,False,0.0,1201.0,"Black Family Visual Arts Center, 22, Lebanon Street, Hanover, Grafton County, New Hampshire, 03755, United States",arts_centre,amenity,Black Family Visual Arts Center,us,3.0
578,20,46.31388830237768,0.0386270961654526,3.2216093549168145e-05,6,18:05:2013 ,4,3,43.7009882,-72.2866252,1368824623,True,1.0,1199.0,"Black Family Visual Arts Center, 22, Lebanon Street, Hanover, Grafton County, New Hampshire, 03755, United States",arts_centre,amenity,Black Family Visual Arts Center,us,33.0
286,20,765.8284194075062,0.6381903495062552,0.0005318252912552,6,18:05:2013 ,9,23,43.7066591,-72.2867544,1368843823,True,1.0,19200.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,2.0
459,20,60.87596061058422,0.0506877274026513,4.2204602333598097e-05,6,18:05:2013 ,9,43,43.7071026,-72.2859311,1368845024,True,1.0,1201.0,"Berry Hall, 10, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",dormitory,building,Berry Hall,us,56.0
166,20,38.48842023429732,0.0320736835285811,2.6728069607150917e-05,6,18:05:2013 ,23,3,43.7067926,-72.2870835,1368893023,True,1.0,47999.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,43.0
288,20,153.5974489719471,0.1281046279999559,0.0001068428924103,0,19:05:2013 ,4,3,43.7056191,-72.2888132,1368911023,True,1.0,18000.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,2.0
292,20,17.295203343870504,0.0144006688958122,1.1990565275447331e-05,0,19:05:2013 ,4,23,43.7057451,-72.289211,1368912224,False,0.0,1201.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,1.0
387,20,383.2700664210071,0.3193917220175059,0.0002661597683479,0,19:05:2013 ,4,43,43.7029529,-72.2898454,1368913424,True,1.0,1200.0,"Robinson Hall, 6, North Main Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Robinson Hall,us,2.0
358,20,22.97825444819108,0.0191645158033286,1.598374962746345e-05,0,19:05:2013 ,5,3,43.7031203,-72.2905063,1368914623,True,1.0,1199.0,"Class of 1953 Commons, 6, Mass Row, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Class of 1953 Commons,us,16.0
359,20,0.0960858492384443,0.0960858492384443,0.0960858492384443,0,19:05:2013 ,5,23,43.7031129,-72.2905041,1368915824,False,0.0,1201.0,"Class of 1953 Commons, 6, Mass Row, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Class of 1953 Commons,us,16.0
519,20,566.762674819781,0.4699524666830688,0.0003896786622579,0,19:05:2013 ,5,43,43.7072419,-72.2890197,1368917030,True,1.0,1206.0,"Dartmouth College, Silent Brook Drive, Hanover, Grafton County, New Hampshire, 03756, United States",university,amenity,Dartmouth College,us,1.0
267,20,23.554224779568695,0.0021823612322402,2.0220154102105253e-07,0,19:05:2013 ,8,43,43.7070703,-72.2859431,1368927823,True,1.0,10793.0,"Gilman Parking Lot, 54, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",parking,amenity,Gilman Parking Lot,us,25.0
334,20,3.047226049478492,0.002539355041232,2.1161292010267306e-06,0,19:05:2013 ,9,43,43.7070991,-72.2859263,1368931423,False,0.0,3600.0,"Gilman Parking Lot, 54, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",parking,amenity,Gilman Parking Lot,us,39.0
481,20,597.5106452512073,0.4979255377093394,0.0004149379480911,0,19:05:2013 ,10,3,43.7027461,-72.2899485,1368932623,True,1.0,1200.0,"Collis Student Center, 2, North Main Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Collis Student Center,us,16.0
385,20,591.8967569981282,0.4932472974984402,0.000411039414582,0,19:05:2013 ,12,3,43.7070144,-72.2863177,1368939823,True,1.0,7200.0,"Berry Hall, 10, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",dormitory,building,Berry Hall,us,4.0
282,20,179.88306723057482,0.149902556025479,0.0001249187966878,1,20:05:2013 ,1,3,43.7057928,-72.2888908,1368986623,True,1.0,46800.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,3.0
379,20,376.1458886813912,0.1566621777098672,6.524872041227288e-05,1,20:05:2013 ,6,3,43.7030488,-72.2908349,1369004624,True,1.0,18001.0,"Class of 1953 Commons, 6, Mass Row, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Class of 1953 Commons,us,4.0
522,20,556.1250432483014,0.2318153577525224,9.662999489475718e-05,1,20:05:2013 ,6,43,43.7071003,-72.2859151,1369007023,True,1.0,2399.0,"Bildner Hall, 10, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",dormitory,building,Bildner Hall,us,1.0
239,20,187.2952919624581,0.156079409968715,0.0001300661749739,1,20:05:2013 ,21,23,43.7057405,-72.2887724,1369059823,True,1.0,52800.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,27.0
68,20,115.2735932389795,0.0959813432464442,7.991785449329244e-05,1,20:05:2013 ,21,43,43.7065803,-72.2870192,1369061024,True,1.0,1201.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
69,20,28.64674599323706,0.0238524113182656,1.9860459049346932e-05,2,21:05:2013 ,0,43,43.7067208,-72.28701,1369071824,True,1.0,10800.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
167,20,9.594662088703698,0.0080022202574676,6.674078613400866e-06,2,21:05:2013 ,1,3,43.7067907,-72.2870545,1369073023,False,0.0,1199.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,43.0
70,20,37.074673639957794,0.0308955613666314,2.574630113885958e-05,2,21:05:2013 ,1,23,43.7065206,-72.2870167,1369074223,True,1.0,1200.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
71,20,7.659264836279686,0.0063774061917399,5.310080093039096e-06,2,21:05:2013 ,2,3,43.7065724,-72.2870061,1369076624,False,0.0,2401.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
287,20,26.834868962588377,0.0223623908021569,1.863532566846415e-05,2,21:05:2013 ,2,23,43.7067679,-72.2868575,1369077824,True,1.0,1200.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,2.0
460,20,49.49687280991994,0.0412817955045203,3.443018807716463e-05,2,21:05:2013 ,2,43,43.7071285,-72.2860673,1369079023,True,1.0,1199.0,"Berry Hall, 10, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",dormitory,building,Berry Hall,us,56.0
72,20,44.45934403390695,0.0370494533615891,3.087454446799094e-05,2,21:05:2013 ,6,23,43.7067601,-72.2870971,1369092223,True,1.0,13200.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
73,20,6.272907156115146,0.0053295727749491,4.5280992140604475e-06,2,21:05:2013 ,7,22,43.7066709,-72.2870637,1369095750,False,0.0,3527.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
280,20,28.152607524315084,0.0221151669476159,1.737247992742807e-05,2,21:05:2013 ,7,43,43.7064658,-72.2880671,1369097023,True,1.0,1273.0,"College Street, Hanover, Grafton County, New Hampshire, 03755, United States",parking,amenity,,us,2.0
369,20,172.30674387545312,0.1433500365020408,0.0001192595977554,2,21:05:2013 ,8,3,43.7052105,-72.2886293,1369098225,True,1.0,1202.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,5.0
370,20,1.0981110841912567,0.0009150925701593,7.625771417994838e-07,2,21:05:2013 ,8,43,43.7052102,-72.2886327,1369100623,False,0.0,2398.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,5.0
74,20,196.24538474986323,0.163537820624886,0.0001362815171874,2,21:05:2013 ,9,3,43.7066399,-72.2870252,1369101823,True,1.0,1200.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
75,20,23.183674577461368,0.0193358420162313,1.6126640547315538e-05,2,21:05:2013 ,11,3,43.7066245,-72.2870382,1369109023,True,1.0,7200.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
335,20,63.15452900748279,0.0526287741729023,4.385731181075194e-05,2,21:05:2013 ,11,23,43.7070846,-72.2859232,1369110223,True,1.0,1200.0,"Gilman Parking Lot, 54, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",parking,amenity,Gilman Parking Lot,us,39.0
290,20,51.69310743371312,0.0215477730027983,8.981981243350688e-06,2,21:05:2013 ,20,23,43.706643,-72.2872507,1369142623,True,1.0,32400.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,1.0
76,20,9.74565527883381,0.0081213793990281,6.767816165856813e-06,2,21:05:2013 ,20,43,43.706714,-72.2870338,1369143823,False,0.0,1200.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
627,20,761.9160733820275,0.6349300611516896,0.000529108384293,2,21:05:2013 ,21,3,43.7011633,-72.2864378,1369145023,True,1.0,1200.0,"Black Family Visual Arts Center, 22, Lebanon Street, Hanover, Grafton County, New Hampshire, 03755, United States",arts_centre,amenity,Black Family Visual Arts Center,us,3.0
298,20,598.3671958263997,0.4978096471101494,0.0004141511207239,2,21:05:2013 ,23,23,43.7054618,-72.2889245,1369153425,True,1.0,8402.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,3.0
371,20,34.15122955160767,0.0285068694086875,2.3795383479705793e-05,2,21:05:2013 ,23,43,43.705213,-72.288648,1369154623,True,1.0,1198.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,5.0
77,20,201.4476403945947,0.1678730336621622,0.0001398941947184,3,22:05:2013 ,0,3,43.7066806,-72.2870893,1369155823,True,1.0,1200.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
78,20,20.644321126756385,0.0172036009389636,1.4336334115803044e-05,3,22:05:2013 ,5,3,43.7067238,-72.2871453,1369173823,True,1.0,18000.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
168,20,28.63300725660086,0.0238608393805007,1.988403281708393e-05,3,22:05:2013 ,7,23,43.7067982,-72.2870994,1369182223,True,1.0,8400.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,43.0
276,20,60.79370689566676,0.0506614224130556,4.2217852010879694e-05,3,22:05:2013 ,7,43,43.7063553,-72.2882084,1369183423,True,1.0,1200.0,"College Street, Hanover, Grafton County, New Hampshire, 03755, United States",parking,amenity,,us,1.0
363,20,247.5413471503448,0.205941220590969,0.0001713321302753,3,22:05:2013 ,8,3,43.7045519,-72.2911158,1369184625,True,1.0,1202.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,1.0
388,20,215.61585492181456,0.1795302705427265,0.0001494839887949,3,22:05:2013 ,8,23,43.7029811,-72.2909556,1369185826,True,1.0,1201.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,1.0
336,20,569.2888356153351,0.2372036815063896,9.883486729432902e-05,3,22:05:2013 ,11,3,43.7070932,-72.285934,1369195423,True,1.0,9597.0,"Gilman Parking Lot, 54, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",parking,amenity,Gilman Parking Lot,us,39.0
79,20,63.86829327460057,0.0531792616774359,4.427915210444292e-05,3,22:05:2013 ,20,23,43.7066256,-72.2870993,1369229024,True,1.0,33601.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
80,20,0.7686716428956614,0.0006410939473691,5.346905315839801e-07,3,22:05:2013 ,20,43,43.70662,-72.2870959,1369230223,False,0.0,1199.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
169,20,25.805391927928746,0.0215044932732739,1.7920411061061625e-05,3,22:05:2013 ,21,3,43.706808,-72.2870649,1369231423,True,1.0,1200.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,43.0
461,20,68.28815064062397,0.0569067922005199,4.742232683376664e-05,4,23:05:2013 ,1,23,43.7071037,-72.2859506,1369247023,True,1.0,15600.0,"Berry Hall, 10, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",dormitory,building,Berry Hall,us,56.0
81,20,70.33336890880744,0.0585623388083325,4.876131457812872e-05,4,23:05:2013 ,4,23,43.7065853,-72.2870555,1369257824,True,1.0,10801.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
170,20,25.723039351899736,0.0214358661265831,1.7863221772152595e-05,4,23:05:2013 ,4,43,43.7067727,-72.2871311,1369259024,True,1.0,1200.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,43.0
82,20,22.854244918027995,0.0190293463097651,1.5844584770828636e-05,4,23:05:2013 ,7,3,43.7066188,-72.2870596,1369267424,True,1.0,8400.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
83,20,17.226474916786724,0.0143553957639889,1.1962829803324114e-05,4,23:05:2013 ,8,3,43.7066184,-72.2870717,1369271023,False,0.0,3599.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
171,20,20.36979054434559,0.0169748254536213,1.4145687878017772e-05,4,23:05:2013 ,8,23,43.7067668,-72.2871048,1369272223,True,1.0,1200.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,43.0
462,20,61.97406157329466,0.0516881247483691,4.3109361758439695e-05,4,23:05:2013 ,10,3,43.707106,-72.2859791,1369278223,True,1.0,6000.0,"Berry Hall, 10, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",dormitory,building,Berry Hall,us,56.0
240,20,174.99651072793773,0.1458304256066147,0.0001215253546721,4,23:05:2013 ,20,3,43.7058068,-72.2887255,1369314223,True,1.0,36000.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,27.0
241,20,2.8688055974096027,0.0023906713311746,1.992226109312224e-06,4,23:05:2013 ,20,43,43.7057922,-72.2887462,1369316623,False,0.0,2400.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,27.0
579,20,645.0505667737505,0.5375421389781254,0.0004479517824817,4,23:05:2013 ,21,3,43.7010929,-72.2866633,1369317823,True,1.0,1200.0,"Black Family Visual Arts Center, 22, Lebanon Street, Hanover, Grafton County, New Hampshire, 03755, United States",arts_centre,amenity,Black Family Visual Arts Center,us,33.0
537,20,43.403805976535665,0.0361698383137797,3.0141531928149766e-05,4,23:05:2013 ,23,3,43.7014043,-72.2869819,1369325023,True,1.0,7200.0,"Black Family Visual Arts Center, 22, Lebanon Street, Hanover, Grafton County, New Hampshire, 03755, United States",arts_centre,amenity,Black Family Visual Arts Center,us,7.0
299,20,573.0273347990785,0.4775227789992321,0.000397935649166,4,23:05:2013 ,23,23,43.7055789,-72.2887989,1369326223,True,1.0,1200.0,"Dartmouth College, Downing Road, Hanover, Grafton County, New Hampshire, 03755, United States",university,amenity,Dartmouth College,us,3.0
172,20,166.3629147165226,0.138520328656555,0.0001153374926365,4,23:05:2013 ,23,43,43.7067909,-72.2871015,1369327424,True,1.0,1201.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,43.0
84,20,29.717384767763946,0.0247644873064699,2.0637072755391625e-05,5,24:05:2013 ,0,3,43.7065744,-72.2870857,1369328624,True,1.0,1200.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
173,20,17.871607050138987,0.0148930058751158,1.2410838229263186e-05,5,24:05:2013 ,1,3,43.706774,-72.2871024,1369332224,False,0.0,3600.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,43.0
85,20,21.522797196154663,0.0179356643301288,1.4946386941774072e-05,5,24:05:2013 ,1,23,43.7066172,-72.2870532,1369333424,True,1.0,1200.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
337,20,65.69389481215573,0.0547449123434631,4.562076028621926e-05,5,24:05:2013 ,3,43,43.7070737,-72.2860336,1369341824,True,1.0,8400.0,"Gilman Parking Lot, 54, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",parking,amenity,Gilman Parking Lot,us,39.0
666,20,267.7838380847165,0.2227818952451884,0.0001853426749128,5,24:05:2013 ,4,3,43.7090246,-72.2842379,1369343026,True,1.0,1202.0,"Life Sciences Greenhouse, 78, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",house,place,Life Sciences Greenhouse,us,12.0
86,20,330.2520636285649,0.2754395860121475,0.0002297244253645,5,24:05:2013 ,6,3,43.706615,-72.2870473,1369350224,True,1.0,7198.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
87,20,17.35001167876034,0.0144463044785681,1.202856326275449e-05,5,24:05:2013 ,6,23,43.7067414,-72.2870818,1369351425,False,0.0,1201.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
88,20,25.887759290294017,0.0215911253463669,1.8007610797637185e-05,5,24:05:2013 ,6,43,43.7065528,-72.2870362,1369352624,True,1.0,1199.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
89,20,9.622122506556943,0.0080184354221307,6.6820295184423234e-06,5,24:05:2013 ,7,23,43.7065749,-72.2870693,1369355024,False,0.0,2400.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
518,20,72.80409672636992,0.0606700806053082,5.055840050442356e-05,5,24:05:2013 ,7,43,43.7071053,-72.2866407,1369356224,True,1.0,1200.0,"Byrne II Hall, 6, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",dormitory,building,Byrne II Hall,us,1.0
90,20,26.848567013741928,0.0223738058447849,1.864483820398745e-05,5,24:05:2013 ,20,8,43.7067595,-72.2870833,1369400893,True,1.0,44669.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
91,20,10.102537038092784,0.0084187808650773,7.015650720897766e-06,5,24:05:2013 ,20,48,43.7067398,-72.2870637,1369403293,False,0.0,2400.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
92,20,25.695591534514236,0.0214129929454285,1.7844160787857106e-05,5,24:05:2013 ,21,8,43.7065526,-72.2870546,1369404493,True,1.0,1200.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
174,20,31.57042134899765,0.026308684457498,2.19239037145817e-05,5,24:05:2013 ,23,8,43.7068569,-72.287072,1369411693,True,1.0,7200.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,43.0
338,20,44.994669226451535,0.0374955576887096,3.124629807392467e-05,6,25:05:2013 ,1,48,43.7070812,-72.2860313,1369421293,True,1.0,9600.0,"Gilman Parking Lot, 54, College Street, Hanover, Grafton County, New Hampshire, 03755, United States",parking,amenity,Gilman Parking Lot,us,39.0
93,20,51.96761500867519,0.0433063458405626,3.608862153380221e-05,6,25:05:2013 ,2,8,43.7067026,-72.2870733,1369422493,True,1.0,1200.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
94,20,15.332255968592763,0.0127768799738273,1.064739997818942e-05,6,25:05:2013 ,3,8,43.7065443,-72.2870599,1369426093,False,0.0,3600.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
175,20,32.160665498195954,0.0268005545818299,2.23337954848583e-05,6,25:05:2013 ,3,28,43.7067786,-72.2870972,1369427293,True,1.0,1200.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,43.0
95,20,12.298738615054935,0.0102489488458791,8.540790704899262e-06,6,25:05:2013 ,3,48,43.706689,-72.287074,1369428493,False,0.0,1200.0,"Sudikoff Hall, 9, Maynard Street, Hanover, Grafton County, New Hampshire, 03755, United States",university,building,Sudikoff Hall,us,116.0
